LastPurchaseDate,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
2011-11-10 13:41:00,2,402.2,28,4,3,2,432,Loyal Customers,0
2011-09-30 14:06:00,1,310.62,69,3,1,2,312,At Risk,0
2011-11-25 14:58:00,2,411.41,13,4,3,2,432,Loyal Customers,0
2011-12-08 11:56:00,16,4777.18,1,5,5,5,555,Champions,3
2011-12-08 13:22:00,41,16225.39,0,5,5,5,555,Champions,3
2011-08-12 11:41:00,3,1044.32,119,2,3,4,234,Loyal Customers,0
2011-10-10 08:23:00,1,499.32,60,3,1,3,313,At Risk,0
2011-12-06 15:10:00,15,7616.53,2,5,5,5,555,Champions,3
2011-12-07 12:20:00,1,3861.0,2,5,1,5,515,At Risk,0
2011-11-29 10:00:00,3,1079.6100000000001,10,5,3,4,534,Regular,0
2011-09-08 14:42:00,2,193.64,91,2,3,1,231,Loyal Customers,0
2011-10-11 15:12:00,4,1268.7,58,3,4,4,344,Loyal Customers,0
2011-09-13 14:53:00,5,1236.54,86,2,4,4,244,Loyal Customers,0
2011-11-14 08:16:00,6,1827.8,25,4,5,4,454,Loyal Customers,0
2010-12-17 13:49:00,1,316.58,356,1,1,2,112,Regular,1
2011-09-15 19:36:00,2,653.24,84,2,3,3,233,Loyal Customers,0
2011-11-29 13:41:00,4,420.29999999999995,9,5,4,2,542,Regular,0
2011-12-08 17:24:00,5,870.12,0,5,4,3,543,Regular,0
2011-04-28 16:11:00,1,331.18,224,1,1,2,112,Regular,1
2011-10-10 13:31:00,2,894.4100000000001,59,3,3,3,333,Loyal Customers,0
2011-04-12 13:45:00,1,101.8,240,1,1,1,111,Regular,1
2011-01-25 12:21:00,2,328.35,318,1,3,2,132,Loyal Customers,1
2011-12-08 12:07:00,8,1661.44,1,5,5,4,554,Champions,0
2011-10-24 11:41:00,3,734.94,46,3,3,3,333,Loyal Customers,0
2011-09-13 11:41:00,1,96.6,87,2,1,1,211,At Risk,0
2011-11-29 11:48:00,11,5756.89,10,5,5,5,555,Champions,0
2011-06-16 16:57:00,1,305.75,175,2,1,2,212,At Risk,1
2011-10-19 12:39:00,6,1778.96,51,3,5,4,354,Loyal Customers,0
2010-12-08 13:08:00,1,403.25,365,1,1,2,112,Regular,1
2011-01-25 08:03:00,1,585.0,318,1,1,3,113,Regular,1
2011-04-28 11:31:00,2,755.75,225,1,3,3,133,Loyal Customers,1
2010-12-16 15:02:00,2,322.08,357,1,3,2,132,Loyal Customers,1
2011-04-19 14:51:00,1,409.40000000000003,233,1,1,2,112,Regular,1
2011-02-02 11:41:00,1,154.41,310,1,1,1,111,Regular,1
2011-11-03 11:59:00,5,1219.4,36,3,4,4,344,Loyal Customers,0
2011-10-04 13:56:00,4,3386.71,65,3,4,5,345,Loyal Customers,0
2011-04-14 14:39:00,2,429.6,238,1,3,2,132,Loyal Customers,1
2011-08-18 16:27:00,2,612.06,112,2,3,3,233,Loyal Customers,0
2011-03-08 08:53:00,1,197.0,276,1,1,1,111,Regular,1
2011-05-06 09:44:00,12,2247.51,217,1,5,5,155,Loyal Customers,1
2011-02-14 10:52:00,1,321.05,298,1,1,2,112,Regular,1
2011-12-08 09:46:00,4,1412.32,1,5,4,4,544,Champions,0
2011-11-10 14:28:00,3,1071.99,28,4,3,4,434,Loyal Customers,0
2011-11-29 14:14:00,2,780.59,9,5,3,3,533,Regular,0
2011-10-26 09:50:00,5,1706.57,44,3,4,4,344,Loyal Customers,0
2011-10-04 09:05:00,8,1756.44,66,3,5,4,354,Loyal Customers,0
2011-09-26 14:12:00,1,316.68,73,2,1,2,212,At Risk,0
2011-10-05 13:19:00,2,631.57,64,3,3,3,333,Loyal Customers,0
2011-07-28 18:56:00,3,2515.84,133,2,3,5,235,Loyal Customers,0
2011-04-15 14:45:00,2,514.15,237,1,3,3,133,Loyal Customers,1
2011-08-09 12:52:00,1,356.0,121,2,1,2,212,At Risk,0
2011-11-08 11:45:00,13,6688.46,31,4,5,5,455,Loyal Customers,0
2011-11-30 15:02:00,11,10484.99,8,5,5,5,555,Champions,0
2011-11-03 13:30:00,2,740.78,35,3,3,3,333,Loyal Customers,0
2011-11-23 16:22:00,5,918.1999999999999,15,4,4,3,443,Loyal Customers,0
2011-08-04 15:04:00,1,300.36,126,2,1,2,212,At Risk,0
2011-10-04 12:43:00,1,890.85,66,3,1,3,313,At Risk,0
2011-07-14 11:47:00,1,98.45,148,2,1,1,211,At Risk,1
2011-03-01 12:58:00,1,317.15,282,1,1,2,112,Regular,1
2011-06-24 12:30:00,2,623.16,168,2,3,3,233,Loyal Customers,1
2011-08-31 13:55:00,7,1810.77,99,2,5,4,254,Loyal Customers,0
2011-07-27 15:20:00,1,254.82,134,2,1,2,212,At Risk,0
2011-01-20 12:16:00,1,178.95000000000002,323,1,1,1,111,Regular,1
2011-08-25 10:26:00,1,156.51,106,2,1,1,211,At Risk,0
2011-10-06 13:49:00,1,393.74,63,3,1,2,312,At Risk,0
2011-07-11 14:46:00,2,1506.1200000000001,150,2,3,4,234,Loyal Customers,1
2011-01-05 13:40:00,1,119.3,337,1,1,1,111,Regular,1
2011-11-17 15:59:00,5,1717.36,21,4,4,4,444,Loyal Customers,0
2011-11-16 09:32:00,1,408.8,23,4,1,2,412,At Risk,0
2011-11-24 09:24:00,7,2379.49,15,4,5,5,455,Loyal Customers,0
2011-12-02 14:11:00,15,2493.34,6,5,5,5,555,Champions,3
2011-10-13 12:59:00,2,721.94,56,3,3,3,333,Loyal Customers,0
2011-12-05 16:57:00,2,716.57,3,5,3,3,533,Regular,0
2011-11-02 11:20:00,1,615.14,37,3,1,3,313,At Risk,0
2011-10-04 16:39:00,1,128.63,65,3,1,1,311,At Risk,0
2011-10-24 10:08:00,1,255.89999999999998,46,3,1,2,312,At Risk,0
2010-12-20 10:48:00,1,290.51,354,1,1,2,112,Regular,1
2011-06-20 17:14:00,1,113.12,171,2,1,1,211,At Risk,1
2011-10-12 09:10:00,9,2332.15,58,3,5,5,355,Loyal Customers,0
2011-10-21 11:08:00,1,240.55,49,3,1,1,311,At Risk,0
2011-11-17 15:34:00,2,486.69,21,4,3,2,432,Loyal Customers,0
2011-10-27 16:58:00,5,2306.52,42,3,4,5,345,Loyal Customers,0
2011-11-10 13:49:00,3,939.78,28,4,3,4,434,Loyal Customers,0
2011-12-05 11:39:00,18,7943.22,4,5,5,5,555,Champions,3
2011-11-14 11:02:00,15,4668.3,25,4,5,5,455,Loyal Customers,3
2011-05-22 15:00:00,1,178.39,200,1,1,1,111,Regular,1
2011-10-20 11:47:00,6,3672.86,50,3,5,5,355,Loyal Customers,0
2011-11-29 16:32:00,3,641.94,9,5,3,3,533,Regular,0
2011-12-07 17:17:00,12,4799.9,1,5,5,5,555,Champions,0
2011-10-03 14:19:00,7,4507.01,66,3,5,5,355,Loyal Customers,0
2011-10-06 17:08:00,1,496.44,63,3,1,3,313,At Risk,0
2011-10-20 09:57:00,12,5049.95,50,3,5,5,355,Loyal Customers,0
2011-02-22 13:59:00,1,574.02,289,1,1,3,113,Regular,1
2011-10-10 10:23:00,8,694.4000000000001,60,3,5,3,353,Loyal Customers,0
2011-10-06 12:56:00,3,1174.35,63,3,3,4,334,Loyal Customers,0
2011-09-05 11:38:00,1,205.3,95,2,1,1,211,At Risk,0
2011-03-10 13:08:00,1,310.47,273,1,1,2,112,Regular,1
2011-12-09 12:00:00,91,60632.75,0,5,5,5,555,Champions,2
2011-09-25 13:10:00,4,924.85,74,2,4,3,243,Loyal Customers,0
2011-08-21 16:02:00,1,52.0,109,2,1,1,211,At Risk,0
2011-05-24 14:39:00,1,327.97,198,1,1,2,112,Regular,1
2011-10-06 12:51:00,2,570.5,63,3,3,3,333,Loyal Customers,0
2011-01-17 11:34:00,1,165.0,326,1,1,1,111,Regular,1
2011-12-06 11:30:00,1,312.62,3,5,1,2,512,At Risk,0
2011-03-01 12:48:00,1,204.5,283,1,1,1,111,Regular,1
2011-10-26 13:27:00,1,267.13,43,3,1,2,312,At Risk,0
2011-09-30 09:40:00,3,2748.31,70,3,3,5,335,Loyal Customers,0
2011-09-15 09:34:00,1,679.68,85,2,1,3,213,At Risk,0
2011-08-28 11:55:00,1,161.74,103,2,1,1,211,At Risk,0
2011-01-10 11:38:00,1,311.71,333,1,1,2,112,Regular,1
2011-10-18 11:55:00,1,208.75,52,3,1,1,311,At Risk,0
2011-10-31 15:36:00,3,1049.7,38,3,3,4,334,Loyal Customers,0
2011-11-07 17:50:00,2,714.96,31,4,3,3,433,Loyal Customers,0
2010-12-08 14:43:00,4,1661.06,365,1,4,4,144,Loyal Customers,1
2011-05-15 13:27:00,1,1028.56,207,1,1,4,114,Regular,1
2011-07-06 11:22:00,3,350.82,156,2,3,2,232,Loyal Customers,1
2011-10-17 12:50:00,1,170.22,53,3,1,1,311,At Risk,0
2011-10-04 12:51:00,2,574.07,65,3,3,3,333,Loyal Customers,0
2011-09-20 09:40:00,1,2020.52,80,2,1,4,214,At Risk,0
2011-08-02 10:19:00,1,406.09,129,2,1,2,212,At Risk,0
2011-09-13 13:55:00,1,364.5,86,2,1,2,212,At Risk,0
2011-12-09 10:45:00,3,563.94,0,5,3,3,533,Regular,0
2011-10-25 11:28:00,1,393.54,45,3,1,2,312,At Risk,0
2011-01-11 11:18:00,1,252.42000000000002,332,1,1,2,112,Regular,1
2010-12-08 15:25:00,1,201.60000000000002,365,1,1,1,111,Regular,1
2011-09-28 13:17:00,1,158.04,71,3,1,1,311,At Risk,0
2011-07-04 16:06:00,2,463.90999999999997,157,2,3,2,232,Loyal Customers,1
2010-12-01 13:33:00,1,115.65,372,1,1,1,111,Regular,1
2011-11-27 12:52:00,7,1934.66,11,5,5,4,554,Champions,0
2011-03-30 12:15:00,2,770.12,254,1,3,3,133,Loyal Customers,1
2011-11-10 13:44:00,2,277.05,28,4,3,2,432,Loyal Customers,0
2011-11-08 13:11:00,10,2718.03,30,4,5,5,455,Loyal Customers,0
2011-12-05 09:04:00,22,8347.2,4,5,5,5,555,Champions,3
2011-10-31 09:35:00,1,427.93,39,3,1,2,312,At Risk,0
2010-12-13 09:52:00,1,418.92,361,1,1,2,112,Regular,1
2010-12-02 12:28:00,1,326.0,372,1,1,2,112,Regular,1
2011-09-05 09:46:00,2,913.19,95,2,3,3,233,Loyal Customers,0
2011-11-14 08:29:00,7,2314.32,25,4,5,5,455,Loyal Customers,0
2011-09-25 15:01:00,2,602.51,74,2,3,3,233,Loyal Customers,0
2011-10-13 14:13:00,4,1877.59,56,3,4,4,344,Loyal Customers,0
2011-11-18 14:42:00,1,446.94000000000005,20,4,1,2,412,At Risk,0
2011-10-30 10:58:00,7,2386.05,40,3,5,5,355,Loyal Customers,0
2011-07-25 16:39:00,1,2007.3999999999999,136,2,1,4,214,At Risk,0
2011-12-01 15:05:00,12,2415.91,7,5,5,5,555,Champions,0
2011-08-03 09:59:00,1,168.0,128,2,1,1,211,At Risk,0
2011-10-30 15:04:00,3,1221.56,39,3,3,4,334,Loyal Customers,0
2011-06-23 13:13:00,7,3703.29,168,2,5,5,255,Loyal Customers,1
2011-12-01 12:13:00,5,1690.2600000000002,8,5,4,4,544,Champions,0
2011-05-10 11:55:00,2,596.85,213,1,3,3,133,Loyal Customers,1
2011-11-25 10:58:00,6,5955.71,14,4,5,5,455,Loyal Customers,0
2011-06-23 10:57:00,2,642.41,169,2,3,3,233,Loyal Customers,1
2011-10-30 15:11:00,1,316.88,39,3,1,2,312,At Risk,0
2011-06-06 13:47:00,1,394.14,185,1,1,2,112,Regular,1
2011-03-14 13:53:00,1,140.54,269,1,1,1,111,Regular,1
2011-06-20 16:18:00,1,500.0,171,2,1,3,213,At Risk,1
2011-12-05 11:01:00,4,1535.53,4,5,4,4,544,Champions,0
2011-11-23 16:48:00,2,231.86,15,4,3,1,431,Loyal Customers,0
2011-11-30 11:49:00,4,2183.54,9,5,4,5,545,Champions,0
2011-01-18 12:40:00,1,107.45,325,1,1,1,111,Regular,1
2011-08-19 10:56:00,1,288.18,112,2,1,2,212,At Risk,0
2011-02-23 09:25:00,1,94.0,289,1,1,1,111,Regular,1
2011-11-23 16:47:00,2,1345.53,15,4,3,4,434,Loyal Customers,0
2011-12-08 13:04:00,3,815.77,0,5,3,3,533,Regular,0
2011-09-08 13:57:00,5,716.2,91,2,4,3,243,Loyal Customers,0
2011-07-14 12:17:00,2,626.77,148,2,3,3,233,Loyal Customers,1
2011-06-03 14:44:00,1,349.1,188,1,1,2,112,Regular,1
2011-11-08 13:22:00,2,510.71000000000004,30,4,3,3,433,Loyal Customers,0
2011-11-06 11:55:00,4,1046.74,33,3,4,4,344,Loyal Customers,0
2011-03-20 15:02:00,1,267.18,263,1,1,2,112,Regular,1
2011-09-16 14:47:00,8,3450.84,83,2,5,5,255,Loyal Customers,0
2011-11-13 15:19:00,4,1348.93,25,4,4,4,444,Loyal Customers,0
2011-06-21 15:24:00,1,190.53,170,2,1,1,211,At Risk,1
2011-11-30 09:50:00,3,774.9000000000001,9,5,3,3,533,Regular,0
2011-01-30 14:13:00,1,559.61,312,1,1,3,113,Regular,1
2011-10-06 09:38:00,4,3984.32,64,3,4,5,345,Loyal Customers,0
2011-09-15 15:26:00,1,508.8,84,2,1,3,213,At Risk,0
2011-11-15 09:23:00,1,135.86,24,4,1,1,411,At Risk,0
2011-10-12 09:20:00,4,950.36,58,3,4,4,344,Loyal Customers,0
2011-01-20 16:17:00,2,97.7,322,1,3,1,131,Loyal Customers,1
2011-11-01 14:01:00,1,43.5,37,3,1,1,311,At Risk,0
2011-03-30 13:02:00,2,383.34,253,1,3,2,132,Loyal Customers,1
2011-11-20 15:36:00,5,1404.07,18,4,4,4,444,Loyal Customers,0
2011-11-06 14:29:00,3,1430.54,32,4,3,4,434,Loyal Customers,0
2011-11-24 16:54:00,1,93.78,14,4,1,1,411,At Risk,0
2011-11-13 12:28:00,2,397.35,26,4,3,2,432,Loyal Customers,0
2011-11-16 16:30:00,1,171.19,22,4,1,1,411,At Risk,0
2011-05-10 10:45:00,2,533.3,213,1,3,3,133,Loyal Customers,1
2011-12-01 13:33:00,5,1041.48,7,5,4,4,544,Champions,0
2011-11-17 16:39:00,1,149.29,21,4,1,1,411,At Risk,0
2011-11-27 16:05:00,3,1067.75,11,5,3,4,534,Regular,0
2011-03-22 13:11:00,1,200.16,261,1,1,1,111,Regular,1
2011-07-31 14:19:00,1,156.57999999999998,130,2,1,1,211,At Risk,0
2011-10-16 12:16:00,3,383.68,54,3,3,2,332,Loyal Customers,0
2011-04-05 12:24:00,1,594.0,248,1,1,3,113,Regular,1
2011-12-08 10:40:00,7,3213.59,1,5,5,5,555,Champions,0
2011-11-30 17:37:00,2,1411.21,8,5,3,4,534,Regular,0
2011-03-20 15:06:00,1,113.5,263,1,1,1,111,Regular,1
2011-01-13 11:26:00,1,155.17,330,1,1,1,111,Regular,1
2011-01-31 10:42:00,1,494.64,312,1,1,3,113,Regular,1
2011-11-13 15:02:00,3,974.52,25,4,3,4,434,Loyal Customers,0
2011-11-09 17:11:00,1,429.84,29,4,1,2,412,At Risk,0
2011-11-10 12:13:00,3,528.48,29,4,3,3,433,Loyal Customers,0
2011-12-08 10:59:00,7,1371.77,1,5,5,4,554,Champions,0
2010-12-12 14:21:00,1,179.1,361,1,1,1,111,Regular,1
2011-03-01 13:51:00,3,434.59000000000003,282,1,3,2,132,Loyal Customers,1
2011-03-22 15:31:00,1,237.07,261,1,1,1,111,Regular,1
2011-11-14 13:08:00,1,161.64,24,4,1,1,411,At Risk,0
2010-12-20 16:08:00,1,214.26,353,1,1,1,111,Regular,1
2011-09-06 13:11:00,3,234.6,93,2,3,1,231,Loyal Customers,0
2011-11-10 12:57:00,1,126.14,28,4,1,1,411,At Risk,0
2011-01-05 15:56:00,1,1044.65,337,1,1,4,114,Regular,1
2011-11-20 10:11:00,18,7354.62,19,4,5,5,455,Loyal Customers,3
2011-09-15 14:08:00,1,334.53,84,2,1,2,212,At Risk,0
2011-11-30 14:17:00,3,524.88,8,5,3,3,533,Regular,0
2011-10-19 13:49:00,2,467.51,50,3,3,2,332,Loyal Customers,0
2011-10-20 16:21:00,2,538.55,49,3,3,3,333,Loyal Customers,0
2011-12-07 14:12:00,1,454.48,1,5,1,2,512,At Risk,0
2011-08-18 15:17:00,1,371.56,112,2,1,2,212,At Risk,0
2011-11-25 15:15:00,7,1771.2,13,4,5,4,454,Loyal Customers,0
2011-09-23 15:20:00,1,454.10999999999996,76,2,1,2,212,At Risk,0
2011-10-30 14:19:00,2,1399.92,39,3,3,4,334,Loyal Customers,0
2011-08-15 14:32:00,1,905.5,115,2,1,3,213,At Risk,0
2011-11-24 10:46:00,12,10879.76,15,4,5,5,455,Loyal Customers,3
2011-07-01 13:07:00,4,225.26,160,2,4,1,241,Loyal Customers,1
2011-12-08 15:03:00,4,3590.41,0,5,4,5,545,Champions,0
2011-11-09 14:31:00,3,2564.5,29,4,3,5,435,Loyal Customers,0
2011-09-08 10:11:00,1,91.32000000000001,92,2,1,1,211,At Risk,0
2011-11-17 08:53:00,3,1134.28,22,4,3,4,434,Loyal Customers,0
2011-09-05 15:56:00,6,3100.09,94,2,5,5,255,Loyal Customers,0
2011-11-11 14:53:00,2,659.4599999999999,27,4,3,3,433,Loyal Customers,0
2011-11-07 12:04:00,5,1953.41,32,4,4,4,444,Loyal Customers,0
2011-11-18 14:51:00,2,1280.58,20,4,3,4,434,Loyal Customers,0
2011-11-22 11:51:00,2,1262.2,17,4,3,4,434,Loyal Customers,0
2011-12-07 12:48:00,27,13316.4,2,5,5,5,555,Champions,3
2011-12-01 13:47:00,4,1131.56,7,5,4,4,544,Champions,0
2011-11-24 12:48:00,12,10384.93,15,4,5,5,455,Loyal Customers,3
2010-12-12 10:57:00,1,141.04,362,1,1,1,111,Regular,1
2011-09-19 13:45:00,1,52.83,80,2,1,1,211,At Risk,0
2011-10-18 07:56:00,5,3610.96,52,3,4,5,345,Loyal Customers,0
2011-11-17 12:11:00,3,972.08,22,4,3,4,434,Loyal Customers,0
2011-06-21 11:19:00,1,475.86,171,2,1,2,212,At Risk,1
2011-06-03 15:43:00,6,1000.27,188,1,5,4,154,Loyal Customers,1
2011-01-13 12:10:00,1,250.0,330,1,1,2,112,Regular,1
2011-11-28 09:43:00,5,900.53,11,5,4,3,543,Regular,0
2011-07-07 10:20:00,2,121.0,155,2,3,1,231,Loyal Customers,1
2011-11-06 14:36:00,19,14758.220000000001,32,4,5,5,455,Loyal Customers,3
2011-11-27 14:40:00,11,4023.7200000000003,11,5,5,5,555,Champions,0
2011-10-26 10:51:00,3,62.43,44,3,3,1,331,Loyal Customers,0
2011-04-20 14:02:00,1,267.03,232,1,1,2,112,Regular,1
2011-10-06 13:05:00,8,1921.55,63,3,5,4,354,Loyal Customers,0
2011-12-08 10:58:00,1,343.5,1,5,1,2,512,At Risk,0
2011-10-30 13:42:00,8,3000.2,39,3,5,5,355,Loyal Customers,0
2011-11-07 11:26:00,2,397.99,32,4,3,2,432,Loyal Customers,0
2011-09-16 16:29:00,1,412.01000000000005,83,2,1,2,212,At Risk,0
2011-11-15 12:09:00,1,440.0,24,4,1,2,412,At Risk,0
2011-12-07 14:43:00,3,734.37,1,5,3,3,533,Regular,0
2011-11-06 15:04:00,2,148.44,32,4,3,1,431,Loyal Customers,0
2011-11-21 12:17:00,8,2428.53,18,4,5,5,455,Loyal Customers,0
2011-03-30 16:14:00,1,229.33,253,1,1,1,111,Regular,1
2011-11-17 11:29:00,11,3962.6,22,4,5,5,455,Loyal Customers,0
2011-11-18 12:25:00,4,1497.31,21,4,4,4,444,Loyal Customers,0
2011-12-01 18:43:00,2,1972.39,7,5,3,4,534,Regular,0
2011-11-14 14:51:00,4,1564.73,24,4,4,4,444,Loyal Customers,0
2011-11-20 15:35:00,3,807.57,18,4,3,3,433,Loyal Customers,0
2011-06-19 16:02:00,4,502.9,172,2,4,3,243,Loyal Customers,1
2011-06-29 13:10:00,1,110.92,162,2,1,1,211,At Risk,1
2011-12-02 13:36:00,1,538.46,6,5,1,3,513,At Risk,0
2011-11-28 13:51:00,1,213.3,10,5,1,1,511,At Risk,0
2011-08-17 14:58:00,1,85.13000000000001,113,2,1,1,211,At Risk,0
2011-02-24 15:26:00,1,127.86,287,1,1,1,111,Regular,1
2011-11-30 16:43:00,9,3546.71,8,5,5,5,555,Champions,0
2011-10-16 13:24:00,2,288.96999999999997,53,3,3,2,332,Loyal Customers,0
2011-12-02 12:52:00,14,4910.6,6,5,5,5,555,Champions,3
2011-09-23 16:22:00,3,1681.46,76,2,3,4,234,Loyal Customers,0
2011-12-05 15:38:00,4,575.63,3,5,4,3,543,Regular,0
2011-11-03 12:37:00,1,436.06,36,3,1,2,312,At Risk,0
2011-05-06 14:47:00,1,90.12,216,1,1,1,111,Regular,1
2011-10-10 14:02:00,1,428.93,59,3,1,2,312,At Risk,0
2011-03-07 09:00:00,1,217.2,277,1,1,1,111,Regular,1
2011-11-27 16:19:00,16,4794.86,11,5,5,5,555,Champions,3
2011-11-15 16:08:00,1,279.77,23,4,1,2,412,At Risk,0
2011-11-11 12:46:00,1,468.91,28,4,1,2,412,At Risk,0
2011-11-28 11:07:00,4,800.59,11,5,4,3,543,Regular,0
2010-12-23 09:55:00,1,134.55,351,1,1,1,111,Regular,1
2011-11-17 14:50:00,4,1400.44,21,4,4,4,444,Loyal Customers,0
2011-10-20 14:33:00,2,173.16,49,3,3,1,331,Loyal Customers,0
2011-11-21 10:48:00,1,186.01,18,4,1,1,411,At Risk,0
2011-12-07 11:27:00,3,758.29,2,5,3,3,533,Regular,0
2011-08-28 10:15:00,5,1375.71,103,2,4,4,244,Loyal Customers,0
2011-12-02 14:47:00,12,4148.82,6,5,5,5,555,Champions,0
2011-11-28 10:02:00,4,650.4300000000001,11,5,4,3,543,Regular,0
2011-12-05 10:09:00,7,2533.42,4,5,5,5,555,Champions,0
2011-11-08 11:38:00,2,591.1899999999999,31,4,3,3,433,Loyal Customers,0
2011-06-15 12:01:00,4,675.64,177,2,4,3,243,Loyal Customers,1
2011-11-02 12:03:00,1,921.37,37,3,1,3,313,At Risk,0
2011-07-11 17:03:00,3,258.88,150,2,3,2,232,Loyal Customers,1
2011-06-30 13:03:00,1,127.1,161,2,1,1,211,At Risk,1
2011-10-02 12:45:00,2,327.6,68,3,3,2,332,Loyal Customers,0
2011-08-11 09:38:00,13,3675.77,120,2,5,5,255,Loyal Customers,0
2011-11-15 09:55:00,3,682.9100000000001,24,4,3,3,433,Loyal Customers,0
2011-11-16 10:55:00,4,720.86,23,4,4,3,443,Loyal Customers,0
2011-06-16 08:38:00,1,455.3,176,2,1,2,212,At Risk,1
2011-10-20 13:37:00,4,913.6800000000001,49,3,4,3,343,Loyal Customers,0
2011-03-29 09:54:00,3,478.53000000000003,255,1,3,2,132,Loyal Customers,1
2011-10-24 08:59:00,1,388.58,46,3,1,2,312,At Risk,0
2011-09-30 11:46:00,1,199.8,70,3,1,1,311,At Risk,0
2011-11-24 08:53:00,5,1771.78,15,4,4,4,444,Loyal Customers,0
2011-08-31 10:55:00,5,1406.59,100,2,4,4,244,Loyal Customers,0
2011-11-04 13:26:00,1,324.57,34,3,1,2,312,At Risk,0
2011-10-17 16:04:00,1,240.68,52,3,1,1,311,At Risk,0
2011-11-13 11:44:00,2,761.74,26,4,3,3,433,Loyal Customers,0
2011-11-28 15:15:00,14,6776.56,10,5,5,5,555,Champions,3
2011-12-01 14:14:00,9,1297.8700000000001,7,5,5,4,554,Champions,0
2011-09-22 10:04:00,1,48.480000000000004,78,2,1,1,211,At Risk,0
2011-10-18 14:47:00,1,216.39,51,3,1,1,311,At Risk,0
2011-11-03 14:17:00,5,1198.23,35,3,4,4,344,Loyal Customers,0
2011-10-09 15:47:00,9,2920.16,60,3,5,5,355,Loyal Customers,0
2011-01-07 12:44:00,1,104.76,336,1,1,1,111,Regular,1
2011-11-11 13:20:00,4,1093.68,27,4,4,4,444,Loyal Customers,0
2011-06-08 13:00:00,1,298.48,183,1,1,2,112,Regular,1
2011-10-19 10:36:00,1,112.46000000000001,51,3,1,1,311,At Risk,0
2011-11-30 12:36:00,13,1591.45,9,5,5,4,554,Champions,0
2011-11-03 14:52:00,2,195.15,35,3,3,1,331,Loyal Customers,0
2011-11-29 14:42:00,23,10399.74,9,5,5,5,555,Champions,3
2011-11-07 08:34:00,4,776.851,32,4,4,3,443,Loyal Customers,0
2011-11-29 08:14:00,1,336.40000000000003,10,5,1,2,512,At Risk,0
2011-10-14 12:41:00,3,1553.18,56,3,3,4,334,Loyal Customers,0
2011-12-05 14:01:00,4,1293.03,3,5,4,4,544,Champions,0
2011-10-27 16:44:00,9,3709.56,42,3,5,5,355,Loyal Customers,0
2011-07-21 17:26:00,1,301.03,140,2,1,2,212,At Risk,0
2011-08-15 11:38:00,4,588.13,116,2,4,3,243,Loyal Customers,0
2011-08-28 10:21:00,4,1534.26,103,2,4,4,244,Loyal Customers,0
2011-09-26 10:03:00,2,675.8,74,2,3,3,233,Loyal Customers,0
2011-12-05 10:24:00,9,2870.2400000000002,4,5,5,5,555,Champions,0
2011-10-25 15:36:00,2,1186.35,44,3,3,4,334,Loyal Customers,0
2011-11-24 09:51:00,8,3285.31,15,4,5,5,455,Loyal Customers,0
2011-11-22 16:28:00,1,243.55,16,4,1,1,411,At Risk,0
2011-09-11 11:17:00,2,724.76,89,2,3,3,233,Loyal Customers,0
2011-10-18 08:28:00,1,223.36,52,3,1,1,311,At Risk,0
2011-07-28 14:30:00,1,425.32,133,2,1,2,212,At Risk,0
2011-12-05 14:35:00,15,12416.11,3,5,5,5,555,Champions,3
2011-08-26 14:04:00,4,1887.2,104,2,4,4,244,Loyal Customers,0
2011-06-01 07:38:00,3,664.0,191,1,3,3,133,Loyal Customers,1
2011-06-26 14:54:00,4,803.54,165,2,4,3,243,Loyal Customers,1
2011-11-21 11:55:00,1,612.01,18,4,1,3,413,At Risk,0
2011-07-05 09:53:00,3,447.64000000000004,157,2,3,2,232,Loyal Customers,1
2011-05-19 15:53:00,2,639.5,203,1,3,3,133,Loyal Customers,1
2011-01-07 13:34:00,2,816.0,335,1,3,3,133,Loyal Customers,1
2011-11-03 08:41:00,3,646.3,36,3,3,3,333,Loyal Customers,0
2011-09-09 14:22:00,1,337.74,90,2,1,2,212,At Risk,0
2011-09-08 10:49:00,2,877.4399999999999,92,2,3,3,233,Loyal Customers,0
2011-11-30 13:08:00,2,922.53,8,5,3,3,533,Regular,0
2011-04-10 15:25:00,1,560.67,242,1,1,3,113,Regular,1
2011-10-25 14:56:00,4,748.5,44,3,4,3,343,Loyal Customers,0
2011-11-17 12:19:00,1,30.0,22,4,1,1,411,At Risk,0
2011-06-02 15:22:00,5,1024.1000000000001,189,1,4,4,144,Loyal Customers,1
2011-10-27 09:23:00,1,306.45,43,3,1,2,312,At Risk,0
2011-11-14 16:58:00,9,1600.86,24,4,5,4,454,Loyal Customers,0
2011-01-26 13:56:00,2,309.8,316,1,3,2,132,Loyal Customers,1
2011-08-25 15:50:00,1,138.14,105,2,1,1,211,At Risk,0
2011-10-20 10:57:00,1,386.43,50,3,1,2,312,At Risk,0
2011-06-24 14:57:00,2,2222.21,167,2,3,5,235,Loyal Customers,1
2011-10-31 10:56:00,1,301.32,39,3,1,2,312,At Risk,0
2011-05-06 10:39:00,1,76.32000000000001,217,1,1,1,111,Regular,1
2011-10-30 16:03:00,4,684.34,39,3,4,3,343,Loyal Customers,0
2011-02-16 10:50:00,1,173.05,296,1,1,1,111,Regular,1
2011-11-21 12:43:00,7,2657.13,18,4,5,5,455,Loyal Customers,0
2011-09-12 16:12:00,4,2726.23,87,2,4,5,245,Loyal Customers,0
